413,545,s8
413,545,s8
397,555,s8
387,563,s8
387,563,s8
371,581,s8
371,581,s8
368,605,s8
378,612,s8
392,622,s8
417,622,s8
452,619,s8
497,605,s8
548,582,s8
602,552,s8
657,515,s8
709,472,s8
754,426,s8
785,377,s8
801,328,s8
806,283,s8
793,244,s8
767,214,s8
726,195,s8
675,187,s8
620,195,s8
567,215,s8
521,249,s8
482,292,s8
456,343,s8
448,400,s8
458,457,s8
482,517,s8
516,576,s8
552,633,s8
589,698,s8
620,762,s8
642,830,s8
652,903,s8
645,976,s8
627,1048,s8
595,1120,s8
556,1184,s8
513,1238,s8
467,1280,s8
425,1306,s8
386,1316,s8
358,1311,s8
340,1292,s8
332,1258,s8
336,1216,s8
348,1165,s8
369,1108,s8
399,1046,s8
435,985,s8
474,927,s8
513,879,s8
557,830,s8
595,797,s8
627,776,s8
651,767,s8
669,773,s8

370,741,s8
369,757,s8
370,765,s8
370,765,s8
372,779,s8
386,780,s8
402,785,s8
428,780,s8
460,771,s8
498,756,s8
538,734,s8
579,705,s8
616,671,s8
647,635,s8
668,595,s8
677,557,s8
672,522,s8
655,491,s8
627,464,s8
590,445,s8
549,433,s8
507,430,s8
470,433,s8
438,447,s8
416,465,s8
406,493,s8
407,527,s8
418,566,s8
438,610,s8
463,656,s8
491,708,s8
521,759,s8
546,813,s8
564,868,s8
573,921,s8
570,975,s8
558,1026,s8
536,1073,s8
502,1114,s8
464,1147,s8
422,1172,s8
379,1188,s8
338,1192,s8
301,1185,s8
272,1167,s8
254,1141,s8
244,1106,s8
244,1066,s8
253,1017,s8
273,967,s8
303,918,s8
341,866,s8
388,817,s8
430,780,s8
482,746,s8
534,716,s8
580,698,s8
621,686,s8

636,627,s8
652,614,s8
664,602,s8
664,602,s8
675,581,s8
675,581,s8
665,567,s8
650,566,s8
637,563,s8
616,567,s8
596,571,s8
571,581,s8
549,594,s8
528,614,s8
506,635,s8
488,660,s8
475,690,s8
469,721,s8
469,753,s8
474,787,s8
487,821,s8
503,855,s8
528,888,s8
555,921,s8
582,954,s8
609,987,s8
633,1018,s8
654,1052,s8
668,1085,s8
673,1117,s8
673,1147,s8
665,1174,s8
652,1197,s8
632,1215,s8
609,1228,s8
584,1233,s8
557,1232,s8
531,1223,s8
503,1209,s8
481,1188,s8
464,1162,s8
