313,469,s3
301,472,s3
289,478,s3
280,483,s3
280,483,s3
269,500,s3
269,500,s3
287,511,s3
308,514,s3
337,517,s3
375,515,s3
423,513,s3
479,509,s3
538,508,s3
597,508,s3
650,515,s3
697,525,s3
733,539,s3
751,560,s3
754,587,s3
740,617,s3
710,650,s3
669,683,s3
624,716,s3
578,747,s3
535,774,s3
499,797,s3
476,816,s3
467,831,s3
472,841,s3
493,845,s3
527,846,s3
570,848,s3
615,851,s3
662,857,s3
703,873,s3
732,891,s3
747,919,s3
746,953,s3
727,994,s3
690,1041,s3
643,1088,s3
591,1135,s3
534,1174,s3
483,1207,s3
440,1231,s3
409,1249,s3
389,1257,s3
389,1257,s3
391,1248,s3
409,1242,s3
436,1234,s3
465,1230,s3

391,657,s3
369,660,s3
350,664,s3
332,668,s3
317,677,s3
317,677,s3
328,679,s3
353,675,s3
389,671,s3
437,663,s3
491,656,s3
553,647,s3
618,641,s3
678,640,s3
731,644,s3
773,653,s3
800,669,s3
813,692,s3
809,719,s3
790,751,s3
759,785,s3
718,824,s3
667,866,s3
615,909,s3
565,949,s3
520,986,s3
487,1017,s3
466,1045,s3
462,1066,s3
474,1078,s3
506,1081,s3
554,1081,s3
612,1076,s3
673,1072,s3
736,1070,s3
791,1073,s3
828,1081,s3
848,1097,s3
850,1120,s3
830,1147,s3
794,1179,s3
749,1211,s3
697,1242,s3
647,1269,s3
602,1289,s3
568,1304,s3
551,1312,s3
551,1312,s3
552,1321,s3
566,1320,s3
581,1321,s3

279,696,s3
274,686,s3
279,676,s3
287,666,s3
297,661,s3
320,651,s3
340,648,s3
370,640,s3
400,642,s3
434,643,s3
465,651,s3
493,662,s3
516,676,s3
531,695,s3
534,717,s3
531,740,s3
519,764,s3
502,791,s3
479,816,s3
455,842,s3
432,865,s3
412,886,s3
400,904,s3
390,918,s3
385,929,s3
387,939,s3
396,946,s3
412,953,s3
436,958,s3
462,964,s3
493,972,s3
526,981,s3
563,996,s3
600,1011,s3
634,1031,s3
664,1050,s3
687,1074,s3
703,1097,s3
708,1123,s3
707,1147,s3
695,1170,s3
674,1190,s3
649,1209,s3
616,1224,s3
582,1236,s3
548,1245,s3
514,1249,s3
480,1251,s3
456,1248,s3
438,1249,s3
421,1243,s3
421,1243,s3
416,1228,s3

473,668,s3
483,657,s3
495,650,s3
514,641,s3
532,633,s3
564,620,s3
595,614,s3
635,605,s3
668,603,s3
703,605,s3
734,611,s3
755,620,s3
768,635,s3
772,654,s3
763,680,s3
745,707,s3
722,737,s3
691,767,s3
659,797,s3
629,827,s3
602,857,s3
580,885,s3
566,907,s3
555,928,s3
555,945,s3
561,963,s3
573,975,s3
593,987,s3
616,999,s3
644,1013,s3
676,1026,s3
712,1043,s3
747,1059,s3
781,1078,s3
810,1096,s3
834,1113,s3
851,1132,s3
