375,489,s4
375,489,s4
365,478,s4
354,483,s4
337,497,s4
327,507,s4
306,530,s4
292,554,s4
272,588,s4
256,626,s4
245,666,s4
237,709,s4
234,751,s4
242,791,s4
259,827,s4
288,851,s4
332,866,s4
382,869,s4
438,866,s4
495,855,s4
555,842,s4
606,828,s4
650,815,s4
679,809,s4
706,802,s4
715,803,s4
715,803,s4
715,803,s4
699,812,s4
955,462,s4
955,462,s4
955,462,s4
954,475,s4
929,503,s4
911,535,s4
877,590,s4
841,652,s4
799,726,s4
758,804,s4
714,885,s4
676,964,s4
648,1033,s4
626,1097,s4
621,1141,s4
623,1181,s4
638,1201,s4
662,1207,s4
689,1204,s4

456,662,s4
464,650,s4
464,650,s4
468,641,s4
468,641,s4
456,652,s4
456,652,s4
432,674,s4
419,692,s4
396,717,s4
375,743,s4
352,776,s4
333,810,s4
316,848,s4
309,886,s4
310,921,s4
323,954,s4
351,978,s4
395,993,s4
449,999,s4
512,991,s4
577,976,s4
636,956,s4
692,932,s4
736,918,s4
762,903,s4
762,903,s4
762,903,s4
981,668,s4
981,668,s4
981,668,s4
958,694,s4
935,719,s4
900,767,s4
859,822,s4
813,892,s4
768,963,s4
728,1037,s4
696,1106,s4
675,1165,s4
663,1216,s4
671,1250,s4
693,1268,s4
725,1272,s4
763,1261,s4

482,632,s4
482,632,s4
482,632,s4
482,632,s4
482,632,s4
482,632,s4
458,650,s4
444,662,s4
419,687,s4
394,711,s4
366,741,s4
339,773,s4
313,807,s4
289,842,s4
272,876,s4
262,907,s4
264,936,s4
276,960,s4
297,977,s4
326,992,s4
362,1001,s4
402,1005,s4
445,1008,s4
486,1009,s4
528,1006,s4
562,1004,s4
593,999,s4
612,997,s4
632,993,s4
648,987,s4
659,980,s4
668,972,s4
614,846,s4
614,846,s4
614,846,s4
604,859,s4
593,883,s4
589,907,s4
580,942,s4
573,978,s4
566,1020,s4
562,1060,s4
557,1102,s4
556,1138,s4
557,1167,s4
559,1189,s4
