533,421,s9
545,413,s9
545,413,s9
545,402,s9
537,392,s9
510,397,s9
483,397,s9
443,409,s9
400,425,s9
351,451,s9
302,478,s9
259,513,s9
223,550,s9
198,588,s9
188,622,s9
192,651,s9
217,673,s9
255,683,s9
306,680,s9
369,668,s9
436,647,s9
506,614,s9
574,578,s9
633,542,s9
684,503,s9
725,471,s9
754,445,s9
774,424,s9
782,411,s9
782,411,s9
782,411,s9
763,430,s9
748,454,s9
726,494,s9
700,544,s9
673,605,s9
644,679,s9
617,757,s9
591,839,s9
570,919,s9
553,996,s9
543,1064,s9
538,1123,s9
545,1165,s9
554,1202,s9
564,1223,s9
576,1234,s9
576,1234,s9

409,431,s9
438,418,s9
460,408,s9
474,400,s9
492,389,s9
492,389,s9
492,389,s9
482,386,s9
463,387,s9
430,398,s9
389,415,s9
338,440,s9
279,469,s9
219,505,s9
164,546,s9
117,591,s9
84,632,s9
71,670,s9
79,702,s9
108,723,s9
157,734,s9
221,734,s9
295,725,s9
372,705,s9
453,681,s9
530,651,s9
596,617,s9
651,586,s9
690,554,s9
717,527,s9
732,506,s9
737,491,s9
737,491,s9
719,488,s9
703,500,s9
687,521,s9
671,551,s9
653,596,s9
634,646,s9
614,706,s9
596,764,s9
579,827,s9
562,891,s9
546,955,s9
532,1016,s9
523,1067,s9
516,1113,s9
518,1147,s9
516,1176,s9
525,1193,s9
536,1202,s9
547,1201,s9
558,1196,s9
669,579,s9
662,560,s9
657,536,s9
646,516,s9
623,503,s9
600,485,s9
565,478,s9
532,472,s9
488,481,s9
446,496,s9
406,520,s9
368,549,s9
334,588,s9
309,632,s9
291,676,s9
284,722,s9
290,761,s9
304,795,s9
328,820,s9
360,833,s9
398,839,s9
437,830,s9
479,814,s9
522,791,s9
561,762,s9
596,731,s9
627,700,s9
653,668,s9
671,640,s9
685,616,s9
694,599,s9
696,588,s9
696,588,s9
682,595,s9
668,619,s9
653,654,s9
633,707,s9
610,767,s9
587,836,s9
561,911,s9
539,986,s9
518,1058,s9
496,1123,s9
478,1178,s9
470,1214,s9
462,1244,s9
453,1262,s9
453,1262,s9
440,1268,s9

632,648,s9
631,626,s9
621,609,s9
603,593,s9
588,577,s9
559,572,s9
535,566,s9
501,572,s9
470,579,s9
436,599,s9
405,623,s9
375,656,s9
354,693,s9
340,735,s9
336,776,s9
341,812,s9
355,845,s9
377,871,s9
405,885,s9
437,888,s9
473,882,s9
508,864,s9
542,840,s9
572,811,s9
597,779,s9
619,747,s9
636,718,s9
644,689,s9
650,667,s9
649,655,s9
649,655,s9
633,661,s9
621,683,s9
606,721,s9
591,767,s9
577,827,s9
560,895,s9
546,965,s9
534,1034,s9
524,1099,s9
515,1155,s9
510,1195,s9
503,1232,s9
497,1252,s9
497,1252,s9
497,1252,s9
485,1249,s9
542,822,s9
542,822,s9
549,807,s9
549,807,s9
550,792,s9
552,781,s9
552,781,s9
552,760,s9
552,760,s9
546,744,s9
546,744,s9
529,734,s9
514,734,s9
496,737,s9
473,745,s9
448,752,s9
419,767,s9
392,783,s9
366,806,s9
346,827,s9
327,854,s9
316,882,s9
314,909,s9
320,933,s9
335,953,s9
357,968,s9
384,975,s9
417,974,s9
454,966,s9
490,953,s9
528,932,s9
560,909,s9
588,887,s9
612,863,s9
627,842,s9
636,825,s9
640,814,s9
640,814,s9
640,814,s9
623,821,s9
612,841,s9
599,867,s9
586,903,s9
575,940,s9
564,982,s9
556,1027,s9
549,1072,s9
545,1111,s9
541,1144,s9
541,1172,s9
