727,469,s5
751,453,s5
765,445,s5
777,435,s5
777,435,s5
776,426,s5
776,426,s5
741,434,s5
712,441,s5
663,462,s5
610,481,s5
546,510,s5
482,536,s5
420,565,s5
367,590,s5
321,618,s5
289,643,s5
274,665,s5
281,686,s5
304,707,s5
345,728,s5
396,749,s5
455,774,s5
516,801,s5
575,830,s5
624,861,s5
659,898,s5
676,933,s5
675,972,s5
653,1011,s5
617,1047,s5
565,1084,s5
503,1117,s5
441,1144,s5
383,1163,s5
331,1179,s5
286,1186,s5
257,1188,s5
238,1186,s5
240,1177,s5
249,1175,s5
271,1165,s5
301,1153,s5
339,1142,s5

703,675,s5
724,659,s5
733,647,s5
730,635,s5
723,624,s5
691,629,s5
658,632,s5
603,650,s5
546,670,s5
482,702,s5
426,731,s5
376,765,s5
337,796,s5
316,827,s5
314,852,s5
337,874,s5
375,890,s5
426,904,s5
480,920,s5
536,934,s5
586,954,s5
626,975,s5
650,1002,s5
656,1031,s5
643,1062,s5
613,1096,s5
570,1129,s5
517,1159,s5
461,1187,s5
409,1210,s5
361,1228,s5
325,1243,s5
294,1255,s5
279,1256,s5
279,1256,s5
298,1258,s5
326,1255,s5

355,647,s5
353,631,s5
352,619,s5
344,608,s5
341,599,s5
330,604,s5
330,604,s5
313,627,s5
304,647,s5
291,680,s5
283,713,s5
277,752,s5
274,790,s5
274,825,s5
279,855,s5
291,881,s5
306,900,s5
328,913,s5
351,924,s5
379,929,s5
412,935,s5
445,943,s5
480,953,s5
515,969,s5
549,988,s5
578,1012,s5
603,1039,s5
618,1071,s5
626,1102,s5
620,1135,s5
605,1168,s5
578,1198,s5
542,1225,s5
498,1249,s5
453,1271,s5
409,1285,s5
365,1294,s5
329,1296,s5
295,1296,s5
276,1283,s5
263,1266,s5
254,1246,s5
251,1221,s5
253,1191,s5
249,697,s5
241,686,s5
235,673,s5
237,665,s5
237,665,s5
255,650,s5
274,648,s5
308,641,s5
344,638,s5
388,634,s5
434,632,s5
482,630,s5
532,627,s5
578,626,s5
619,620,s5
657,617,s5
689,614,s5
715,609,s5

366,595,s5
366,586,s5
366,586,s5
366,586,s5
366,586,s5
360,596,s5
352,622,s5
348,647,s5
341,683,s5
338,716,s5
336,752,s5
338,788,s5
343,818,s5
353,845,s5
369,866,s5
391,884,s5
417,897,s5
448,908,s5
480,917,s5
514,927,s5
548,939,s5
578,955,s5
603,978,s5
622,1001,s5
635,1028,s5
639,1056,s5
634,1087,s5
623,1119,s5
607,1146,s5
